"ves_id","type"
"56d8348be4b01c7098934f90",NA
"56d8348be4b01c7098934f94","Bulk Carrier"
"56d8348be4b01c7098934f95","Container Vessel"
"56d8348be4b01c7098934f98","Bulk Carrier"
"56d8348be4b01c7098934f99",NA
"56d8348be4b01c7098934f9b","Bulk Carrier"
"56d8348be4b01c7098934f9c","Bulk Carrier"
"56d8348be4b01c7098934f9d","Bulk Carrier"
"56d8348be4b01c7098934fa0",NA
"56d8348be4b01c7098934fa3","Tug"
"56d8348be4b01c7098934fab",NA
"56d8348be4b01ce41c246665","Oil Tanker"
"56d8348be4b01ce41c246666",NA
"56d8348be4b01ce41c246669","Bulk Carrier"
"56d8348be4b01ce41c24666e","Bulk Carrier"
"56d8348be4b01ce41c246671","Fishing Vessel"
"56d8348be4b01ce41c24667a","Bulk Carrier"
"56d8348be4b02098f6e2d2e6","Fishing Vessel"
"56d8348be4b02098f6e2d2eb",NA
"56d8348be4b02098f6e2d2f5","Container Vessel"
"56d8348be4b025a920ad5e92","Container Vessel"
"56d8348be4b025a920ad5e93","Bulk Carrier"
"56d8348be4b025a920ad5e95","Container Vessel"
"56d8348be4b025a920ad5e98","Container Vessel"
"56d8348be4b025a920ad5e9b","Bulk Carrier"
"56d8348be4b025a920ad5e9d","Bulk Carrier"
"56d8348be4b025a920ad5ea5","Bulk Carrier"
"56d8348be4b026569c5ac8a2","Container Vessel"
"56d8348be4b026569c5ac8a4","Bulk Carrier"
"56d8348be4b026569c5ac8a6","Reefer"
"56d8348be4b026569c5ac8a9",NA
"56d8348be4b026569c5ac8b0",NA
"56d8348be4b026569c5ac8b3",NA
"56d8348be4b026569c5ac8b6","Oil Tanker"
"56d8348be4b026569c5ac8bc","Bulk Carrier"
"56d8348be4b026569c5ac8bd",NA
"56d8348be4b026569c5ac8be","Oil Tanker"
"56d8348be4b0271c9aa37072","Container Vessel"
"56d8348be4b0271c9aa37073","Bulk Carrier"
"56d8348be4b0271c9aa37076",NA
"56d8348be4b0271c9aa3707b","Container Vessel"
"56d8348be4b0271c9aa37081","Bulk Carrier"
"56d8348be4b0271c9aa37082",NA
"56d8348be4b0271c9aa37086","Container Vessel"
"56d8348be4b0271c9aa37089",NA
"56d8348be4b02a0dec522fdd","Bulk Carrier"
"56d8348be4b02a0dec522fe0","Tug"
"56d8348be4b02a0dec522fe5",NA
"56d8348be4b02a0dec522fe6",NA
"56d8348be4b02a0dec522fe7","Container Vessel"
"56d8348be4b02a0dec522feb","Bulk Carrier"
"56d8348be4b02a0dec522ff2",NA
"56d8348be4b02a0dec522ff3",NA
"56d8348be4b02a0dec522ff5",NA
"56d8348be4b02a0dec522ff6","Fishing Vessel"
"56d8348be4b02a0dec522ff8","Passenger Vessel"
"56d8348be4b02a0dec522ffb","Fishing Vessel"
"56d8348be4b02a0dec522ffc","Container Vessel"
"56d8348be4b02a0dec522fff",NA
"56d8348be4b02a0dec523000",NA
"56d8348be4b02a0dec523003","Container Vessel"
"56d8348be4b02c65b7730da4","Oil Tanker"
"56d8348be4b02c65b7730da5","Tug"
"56d8348be4b02c65b7730da6","Bulk Carrier"
"56d8348be4b02c65b7730da7",NA
"56d8348be4b02c65b7730dab","Bulk Carrier"
"56d8348be4b02c65b7730db4","Reefer"
"56d8348be4b02c65b7730db8","Bulk Carrier"
"56d8348be4b02c65b7730db9","Bulk Carrier"
"56d8348be4b0365aa1132cd0","Container Vessel"
"56d8348be4b0365aa1132cd1","Oil Tanker"
"56d8348be4b0365aa1132cd7","Fishing Vessel"
"56d8348be4b0365aa1132cd9","Container Vessel"
"56d8348be4b0365aa1132cda","Bulk Carrier"
"56d8348be4b0365aa1132cdd",NA
"56d8348be4b0365aa1132ce6","Container Vessel"
"56d8348be4b0365aa1132ce9",NA
"56d8348be4b0365aa1132ceb",NA
"56d8348be4b0365aa1132cec","Bulk Carrier"
"56d8348be4b0365aa1132cf5",NA
"56d8348be4b0365aa1132cf8",NA
"56d8348be4b0365aa1132cf9","Bulk Carrier"
"56d8348be4b0365aa1132cfc","Container Vessel"
"56d8348be4b0365aa1132d01","Bulk Carrier"
"56d8348be4b0365aa1132d02","Container Vessel"
"56d8348be4b0365aa1132d06","Bulk Carrier"
"56d8348be4b0426087e0eb5b",NA
"56d8348be4b0426087e0eb5f","Bulk Carrier"
"56d8348be4b0426087e0eb62",NA
"56d8348be4b0426087e0eb63","Tug"
"56d8348be4b0426087e0eb65","Fishing Vessel"
"56d8348be4b0426087e0eb70","Oil Tanker"
"56d8348be4b04b350fcdef0a",NA
"56d8348be4b04b350fcdef12","Container Vessel"
"56d8348be4b04b350fcdef13",NA
"56d8348be4b04b350fcdef19",NA
"56d8348be4b04b350fcdef1a","Tug"
"56d8348be4b04b350fcdef1d","Fishing Vessel"
"56d8348be4b04b350fcdef1f",NA
"56d8348be4b0550004876b98","Container Vessel"
"56d8348be4b0550004876b99","Bulk Carrier"
"56d8348be4b0550004876b9b","Bulk Carrier"
"56d8348be4b0550004876b9d","Container Vessel"
"56d8348be4b0550004876ba2","Bulk Carrier"
"56d8348be4b0550004876ba9","Oil Tanker"
"56d8348be4b0550004876baa",NA
"56d8348be4b0550004876bad","Oil Tanker"
"56d8348be4b0550004876bb1","Bulk Carrier"
"56d8348be4b0581dc93c9235","Bulk Carrier"
"56d8348be4b0581dc93c9236",NA
"56d8348be4b0581dc93c9237","Bulk Carrier"
"56d8348be4b0581dc93c9238","Tug"
"56d8348be4b0581dc93c9239",NA
"56d8348be4b0581dc93c923d","Container Vessel"
"56d8348be4b0581dc93c9240","Fishing Vessel"
"56d8348be4b0581dc93c9245","Bulk Carrier"
"56d8348be4b0581dc93c9247",NA
"56d8348be4b0581dc93c9249","Container Vessel"
"56d8348be4b0581dc93c924c",NA
"56d8348be4b0581dc93c924d","Bulk Carrier"
"56d8348be4b0581dc93c924f","Tug"
"56d8348be4b0581dc93c9251","Bulk Carrier"
"56d8348be4b0581dc93c9253","Bulk Carrier"
"56d8348be4b0581dc93c9258",NA
"56d8348be4b0581dc93c9259",NA
"56d8348be4b0581dc93c925a",NA
"56d8348be4b05b8c70fda08e","Bulk Carrier"
"56d8348be4b05b8c70fda08f",NA
"56d8348be4b05b8c70fda094","Oil Tanker"
"56d8348be4b05b8c70fda098","Tug"
"56d8348be4b05b8c70fda099",NA
"56d8348be4b05d1780ce8cde","Fishing Vessel"
"56d8348be4b05d1780ce8ce1","Reefer"
"56d8348be4b05d1780ce8ce4",NA
"56d8348be4b05d1780ce8ce7","Reefer"
"56d8348be4b05d1780ce8ceb",NA
"56d8348be4b05d1780ce8ced",NA
"56d8348be4b05d1780ce8cfa",NA
"56d8348be4b05d1780ce8cfb","Oil Tanker"
"56d8348be4b05d1780ce8cfe","Container Vessel"
"56d8348be4b07096ffb1f086",NA
"56d8348be4b07096ffb1f088",NA
"56d8348be4b07096ffb1f08c","Oil Tanker"
"56d8348be4b07096ffb1f08d","Bulk Carrier"
"56d8348be4b07096ffb1f08e","Container Vessel"
"56d8348be4b07096ffb1f091","Bulk Carrier"
"56d8348be4b076ffee46a9c7",NA
"56d8348be4b076ffee46a9cc",NA
"56d8348be4b076ffee46a9d1","Bulk Carrier"
"56d8348be4b076ffee46a9d5",NA
"56d8348be4b088d8eaae28dd",NA
"56d8348be4b088d8eaae28df",NA
"56d8348be4b088d8eaae28e1","Oil Tanker"
"56d8348be4b088d8eaae28ed","Container Vessel"
"56d8348be4b088d8eaae28ee",NA
"56d8348be4b088d8eaae28f0","Bulk Carrier"
"56d8348be4b08a253162a8cd","Bulk Carrier"
"56d8348be4b08a253162a8cf",NA
"56d8348be4b08a253162a8d2","Bulk Carrier"
"56d8348be4b08a253162a8d6","Oil Tanker"
"56d8348be4b08a253162a8da","Oil Tanker"
"56d8348be4b08a253162a8dc",NA
"56d8348be4b08a253162a8e0","Bulk Carrier"
"56d8348be4b08a253162a8e6",NA
"56d8348be4b08a253162a8e9","Bulk Carrier"
"56d8348be4b08a253162a8ea","Oil Tanker"
"56d8348be4b08a253162a8ed",NA
"56d8348be4b08ed15aa162ad","Bulk Carrier"
"56d8348be4b08ed15aa162b3","Bulk Carrier"
"56d8348be4b098a28bab8b2b","Container Vessel"
"56d8348be4b098a28bab8b31",NA
"56d8348be4b098a28bab8b37","Tug"
"56d8348be4b098a28bab8b39","Bulk Carrier"
"56d8348be4b098a28bab8b3d","Bulk Carrier"
"56d8348be4b098a28bab8b3e",NA
"56d8348be4b098a28bab8b40","Bulk Carrier"
"56d8348be4b098a28bab8b46",NA
"56d8348be4b0a0bfc44b979e","Bulk Carrier"
"56d8348be4b0a0bfc44b979f","Container Vessel"
"56d8348be4b0a320bed3b0c1","Oil Tanker"
"56d8348be4b0a320bed3b0c2",NA
"56d8348be4b0a320bed3b0c6",NA
"56d8348be4b0ad1bfa260994","Oil Tanker"
"56d8348be4b0ad1bfa260995",NA
"56d8348be4b0ad1bfa26099b",NA
"56d8348be4b0ad1bfa26099d","Bulk Carrier"
"56d8348be4b0ad1bfa26099e",NA
"56d8348be4b0ad1bfa2609a6","Container Vessel"
"56d8348be4b0ad1bfa2609a7",NA
"56d8348be4b0ad1bfa2609a8","Container Vessel"
"56d8348be4b0ad1bfa2609af",NA
"56d8348be4b0ad1bfa2609b2","Tug"
"56d8348be4b0ad1bfa2609b9",NA
"56d8348be4b0ad1bfa2609bd",NA
"56d8348be4b0ad1bfa2609c1","Container Vessel"
"56d8348be4b0ad1bfa2609c2","Fishing Vessel"
"56d8348be4b0ad1bfa2609c5","Bulk Carrier"
"56d8348be4b0ad1bfa2609c9","Fishing Vessel"
"56d8348be4b0b1c94f7bde0b","Fishing Vessel"
"56d8348be4b0b1c94f7bde0f","Bulk Carrier"
"56d8348be4b0b1c94f7bde10",NA
"56d8348be4b0b1c94f7bde13",NA
"56d8348be4b0b1c94f7bde14",NA
"56d8348be4b0b1c94f7bde16","Oil Tanker"
"56d8348be4b0b1c94f7bde18","Bulk Carrier"
"56d8348be4b0b1c94f7bde1d",NA
"56d8348be4b0b1c94f7bde1e","Oil Tanker"
"56d8348be4b0b1c94f7bde1f","Fishing Vessel"
"56d8348be4b0b2a61c63a8cd",NA
"56d8348be4b0b2a61c63a8ce","Bulk Carrier"
"56d8348be4b0b2a61c63a8cf",NA
"56d8348be4b0b2a61c63a8d3",NA
"56d8348be4b0b2a61c63a8d4","Tug"
"56d8348be4b0b2a61c63a8d6","Reefer"
"56d8348be4b0b90a07511a2b","Container Vessel"
"56d8348be4b0b90a07511a43",NA
"56d8348be4b0b90a07511a46","Bulk Carrier"
"56d8348be4b0b90a07511a53",NA
"56d8348be4b0b90a07511a59","Bulk Carrier"
"56d8348be4b0b90a07511a5a","Passenger Vessel"
"56d8348be4b0c1caecc873c2","Container Vessel"
"56d8348be4b0c1caecc873c6","Tug"
"56d8348be4b0c1caecc873cf","Oil Tanker"
"56d8348be4b0c1caecc873d0","Tug"
"56d8348be4b0c1caecc873d3","Oil Tanker"
"56d8348be4b0c1caecc873dd",NA
"56d8348be4b0c1caecc873df",NA
"56d8348be4b0c8d95c30092e","Tug"
"56d8348be4b0c8d95c30092f","Oil Tanker"
"56d8348be4b0c8d95c300934",NA
"56d8348be4b0c8d95c30093a","Bulk Carrier"
"56d8348be4b0c8d95c300945","Bulk Carrier"
"56d8348be4b0c8d95c300947","Bulk Carrier"
"56d8348be4b0c8d95c300948",NA
"56d8348be4b0c8d95c30094c",NA
"56d8348be4b0c8d95c30094d","Bulk Carrier"
"56d8348be4b0c8d95c30094e","Fishing Vessel"
"56d8348be4b0c8d95c300951",NA
"56d8348be4b0c8d95c300952","Container Vessel"
"56d8348be4b0c8d95c30095a","Fishing Vessel"
"56d8348be4b0c8d95c30095f",NA
"56d8348be4b0c8d95c300960","Oil Tanker"
"56d8348be4b0d38e4536eb6f","Bulk Carrier"
"56d8348be4b0d38e4536eb70","Container Vessel"
"56d8348be4b0d38e4536eb72","Bulk Carrier"
"56d8348be4b0d38e4536eb7a","Bulk Carrier"
"56d8348be4b0d38e4536eb7c",NA
"56d8348be4b0d38e4536eb7d",NA
"56d8348be4b0d38e4536eb81",NA
"56d8348be4b0d38e4536eb82","Bulk Carrier"
"56d8348be4b0d38e4536eb83","Oil Tanker"
"56d8348be4b0d38e4536eb87","Container Vessel"
"56d8348be4b0d38e4536eb88","Bulk Carrier"
"56d8348be4b0d38e4536eb8b","Bulk Carrier"
"56d8348be4b0d38e4536eb8d","Bulk Carrier"
"56d8348be4b0d38e4536eb8f",NA
"56d8348be4b0d38e4536eb90","Passenger Vessel"
